gene	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
YRDC	-1.322114154	-0.988759673	-1.27901746	-1.271622318	-1.179676892	-1.283032048	-1.2591739	-1.155062926	-1.369837487	-1.340152815	-1.22213423	-0.98179219	-1.162506968	-1.120401847
YTHDC1	-0.777275244	-1.112133976	-1.365528644	-0.886703361	-1.00023895	-0.88246367	-1.212663171	-0.766077538	-0.967911067	-1.239846291	-1.066657681	-0.834095755	-0.970571329	-0.886400081
YTHDC2	-0.046970797	0.065709296	-0.084301966	-0.132484044	0.017214706	-0.120083826	-0.013756979	-0.013134872	0.101151714	-0.055665788	0.013294512	-0.055739902	-0.040094994	-0.040728648
YTHDF1	-0.068722196	-0.262260526	0.017332147	-0.163834738	0.076515117	-0.101684756	-0.039931452	-0.138816089	-0.183201316	-0.021730609	-0.258039077	-0.134301414	-0.242455573	-0.12689837
YTHDF2	-0.034778335	-0.268669459	-0.148031383	-0.274967907	0.09049456	-0.222306788	-0.15551074	-0.585657252	-0.148827013	-0.116519158	-0.23564323	-0.394871577	-0.107250506	-0.264712842
YWHAB	-0.060585426	-0.060884138	-0.018690308	0.029787135	-0.158356175	-0.038638775	-0.045678699	-0.227387433	-0.058236073	-0.07564842	-0.114280395	-0.103184302	-0.017726011	-0.017998555
YWHAE	-0.16881193	-0.014673757	-0.167537935	-0.188442271	-0.239360241	-0.152800578	-0.102761558	-0.245035871	0.025415667	0.078517574	-0.215569423	0.115211752	-0.111822106	0.01090403
YWHAG	-0.124804567	-0.153957089	-0.409353228	-0.240140509	-0.247830746	-0.037147989	-0.283260638	-0.354772465	-0.1589112	-0.360415527	-0.331414933	-0.27762764	-0.200096227	-0.143766449
YWHAH	-0.022336216	-0.225289346	-0.096598854	-0.158294168	-0.227560144	-0.014559401	-0.178456402	-0.120533628	-0.180188531	-0.053023233	-0.055178367	-0.178373091	-0.194233455	-0.118119296
YWHAQ	0.127791232	0.028673102	0.02476372	0.069370871	0.030678573	0.198674038	0.032960036	-0.030572338	-0.009880993	-0.037129084	0.102599614	0.006641313	0.135838005	-0.084670763
YWHAZ	0.080223942	-0.034414654	0.015571702	-0.017701798	0.019911081	0.070884985	0.008722177	0.073957386	-0.070914252	-0.071928025	-0.065997706	-0.209358572	0.117350002	0.103005735
YY1	-0.777676254	-0.661384196	-0.61283481	-0.824874107	-1.024101334	-0.968466729	-0.899153529	-0.350603169	-0.635480363	-0.627274757	-0.876752085	-0.730469224	-0.730962115	-0.55757525
YY1AP1	-0.019769546	0.006960245	0.043099015	-0.005885685	0.06390979	0.016863203	-0.021576372	-0.080411406	0.009973521	0.021508343	0.071947787	-0.091763188	-0.004135358	-0.039571006
ZACN	-0.108706209	-0.40174146	-0.375371084	-0.29613153	-0.368018367	-0.252317998	-0.388455515	-0.219104086	-0.612696016	-0.580038085	-0.262215024	-0.234226489	-0.308093759	-0.261827666
ZADH2	-0.20430141	-0.153285973	-0.157996021	-0.03765726	-0.132097135	-0.152910715	-0.216991713	-0.028703342	-0.212042266	-0.04591683	-0.130794051	-0.249504754	-0.241089578	-0.114855106
ZAK	0.148678348	0.1043322	0.120424782	0.146525723	0.128431463	0.117546358	0.081535367	-0.017645348	0.143418104	0.127028121	0.149523876	0.089631166	-0.044150527	0.092467923
ZAP70	0.117131176	-0.079847281	0.14562369	-0.043524455	0.011758824	-0.04437319	0.023218121	-0.04634881	-0.012521532	0.182914127	0.028846407	0.018472518	-0.053713557	0.060738687
ZAR1	0.08476226	0.006522343	0.007866362	-0.020616904	0.002956409	-0.00212838	0.016521074	0.05461015	0.057089945	-0.008242224	0.032178812	0.056976916	0.03074849	0.05408322
ZAR1L	-0.087834785	0.061085766	-0.045172944	-0.181197169	-0.081290796	-0.018695114	-0.099242113	-0.056577856	-0.011239457	-0.053887954	0.004196002	-0.032606353	0.004496221	0.008238145
ZBBX	0.183591091	-0.012092723	0.068494789	0.088260367	0.115342794	-0.067535036	0.148793122	0.067044651	-0.055196357	-0.073262854	0.011396238	0.048720006	0.077625379	0.02800411
ZBED2	-0.588698262	-0.607379126	-0.777244289	-0.549057126	-0.704085697	-0.363029297	-0.669898376	-0.444268164	-0.405162025	-0.626377155	-0.481418961	-0.394811076	-0.448792455	-0.396574156
ZBED3	-0.11332751	-0.027334424	-0.169788386	-0.092527196	-0.063495298	-0.03666509	-0.14112655	-0.170714664	-0.181145676	-0.0261757	-0.009330852	-0.000656603	-0.092844938	-0.224922347
ZBED4	-0.387274009	-0.324033867	-0.275131523	-0.147193053	-0.389558176	-0.200088606	-0.284244185	-0.300471431	-0.497483126	-0.28378217	-0.321110155	-0.217709461	-0.250480114	-0.254283372
ZBED6	0.031826563	-0.03282605	0.030086499	0.006519347	-0.193113693	0.023559688	0.024845701	-0.092247989	0.025382604	-0.00772551	0.050680579	-0.061822447	0.002981185	-0.131986486
ZBED6CL	-0.33306514	-0.189192592	-0.155443808	-0.167841398	-0.290102597	-0.184797787	-0.056054379	-0.106208436	-0.139393244	-0.29291928	-0.065124012	-0.344728928	-0.251903971	-0.189629064
ZBED8	0.055137974	-0.117213922	-0.022740938	-0.003465551	-0.070172547	0.080517278	-0.046264987	0.015598534	0.078495755	0.005171464	-0.053808876	0.044112747	-0.012032985	0.001915828
ZBED9	0.059487186	-0.069376931	0.028567134	-0.113348277	0.001510264	-0.012537718	-0.078899475	-0.094352294	-0.033285229	-0.017105863	-0.011629408	-0.022192154	-0.081027311	-0.006487022
ZBP1	0.116832643	0.124579284	0.050426056	0.033049118	0.081116978	0.121741174	0.109966663	0.074073693	-0.133418536	0.072966123	0.019576445	0.056162849	-0.071546156	0.063386687
ZBTB1	-0.413055251	-0.207295717	-0.146972596	-0.309906269	-0.255944566	-0.356216331	-0.225924675	-0.107930258	-0.152339686	-0.035991009	-0.213589742	-0.004034293	-0.228275454	-0.099238877
ZBTB10	-0.236390502	-0.228179564	-0.165199598	-0.337536892	-0.131217429	-0.407218634	-0.09901261	-0.521549709	-0.327518905	-0.268023847	-0.166960192	-0.172007707	-0.480678303	-0.264360688
ZBTB11	-1.367527391	-1.289427336	-1.323190188	-1.39592114	-1.483819187	-1.61522022	-1.454101742	-1.469494725	-1.182757598	-1.340077519	-1.464412853	-1.284295839	-1.047343302	-1.289323184
ZBTB12	-0.45038712	-0.415126954	-0.329166574	-0.278800332	-0.431789349	-0.383967839	-0.348882341	-0.344344192	-0.282275678	-0.457099302	-0.40920303	-0.384336855	-0.30048865	-0.320193458
ZBTB14	-0.271374662	-0.162319262	-0.245475354	-0.217087159	-0.329389596	-0.205930118	0.054746823	-0.338812472	-0.04840348	-0.173521842	-0.13682129	-0.190396237	-0.180712454	-0.343517992
ZBTB16	-0.174234123	0.038004896	-0.081634106	-0.066792309	-0.05914132	-0.119767756	-0.089742773	0.018185132	-0.146773599	-0.027709213	-0.153723436	-0.072648322	-0.12780928	0.104221496
ZBTB17	-0.735109664	-0.87428087	-0.753148795	-0.614841397	-0.621228345	-0.726921182	-0.973999632	-0.97581553	-0.924171941	-0.944086135	-0.817828435	-0.705335947	-0.876942515	-0.696812323
ZBTB18	0.044172194	0.012020517	-0.074150691	-0.122514055	-0.112508619	-0.054071836	-0.043590776	-0.0371416	0.006869728	0.022270821	-0.044060115	0.012004941	-0.119250389	-0.075228217
ZBTB2	-0.226377451	-0.170282021	-0.051696838	-0.443672704	-0.136686782	-0.650243492	-0.284772779	-0.241173659	-0.14684595	-0.127432379	-0.274014223	-0.093342201	-0.500970237	-0.190571431
ZBTB20	0.133232805	-0.035022256	0.00498593	-0.037429857	0.040431473	0.05982084	-0.01621155	0.041067666	0.057527684	0.015403894	0.006734373	-0.006896586	0.016524876	0.026080986
ZBTB21	-0.043409045	0.062029237	-0.046853156	-0.103978246	-0.043502321	-0.002373745	-0.0157675	-0.054578148	-0.013427113	0.053130981	0.070308631	0.061040905	-0.100239663	-0.089534081
ZBTB22	-0.112872274	-0.035253113	-0.212382237	-0.148582655	-0.25563076	-0.067374352	-0.080569573	-0.196647276	-0.151076871	-0.11144719	-0.208873561	-0.100921698	-0.162308868	-0.037063689
ZBTB24	-0.044321994	-0.153901528	0.042254089	-0.096510118	-0.054448213	0.049935947	-0.115744056	-0.205846281	-0.097626499	-0.128991359	-0.188651972	0.00865507	-0.201506822	0.032328132
ZBTB25	0.002169832	0.113390783	-0.016522418	0.121664545	0.101147963	0.017340984	0.049878438	-0.017677801	0.007492739	0.00117943	0.008544569	0.134661602	0.056187351	0.09335517
ZBTB26	-0.048964518	-0.076067057	-0.079272395	-0.065054866	-0.115689025	-0.032572617	-0.043851049	-0.04218465	-0.034921393	-0.093521654	-0.013011012	0.008763388	-0.02760682	0.017060633
ZBTB3	-0.093211206	0.020062647	-0.183931596	0.013023974	-0.009409302	-0.057152646	-0.242843812	-0.097600294	0.004551489	-0.021146279	-0.116344919	-0.032525603	-0.070391515	-0.145293394
ZBTB32	0.028821287	-0.020221759	-0.15751977	0.040674861	-0.191385596	0.020370783	-0.067489026	-0.171892581	0.035119581	0.005571463	-0.199506995	-0.001185196	-0.274097491	-0.003410093
ZBTB34	-0.022335753	-0.004465907	0.035322913	-0.240311763	-0.04221332	-0.076045154	-0.105647306	-0.066096462	-0.091205774	-0.059238012	-0.0584484	-0.08192973	-0.043541234	0.12261399
ZBTB37	0.007070058	-0.173782971	-0.021111646	-0.101246035	0.014520056	-0.004453215	0.07339071	-0.000816818	0.028910605	-0.042691787	0.027943472	0.045372133	-0.038994473	0.104115485
ZBTB38	0.107776989	0.024790603	0.005412132	0.002729563	0.023376439	-0.03674895	0.054874311	-0.022801073	0.012348742	0.0264827	-0.055820622	-0.020358243	-0.03504	0.06392376
ZBTB39	-0.219831031	-0.249540375	-0.455357135	-0.133594648	-0.14334358	-0.223595874	-0.065673246	-0.218335838	-0.399928478	-0.133547473	-0.350580388	-0.090945094	-0.207770203	-0.120141012
ZBTB4	-0.334742276	-0.211343489	-0.416593189	-0.191548082	-0.523248231	-0.342671562	-0.509150478	-0.223848864	-0.569114588	-0.481829425	-0.405878256	-0.412232392	-0.254294359	-0.341851744
ZBTB40	0.037131842	-0.011181498	-0.020536586	-0.043671511	-0.018662109	-0.055366733	-0.083854384	-0.116692486	-0.046556528	-0.078277945	-0.001155346	-0.069262794	0.018627082	-0.0222003
ZBTB41	0.04812189	-0.088063799	-0.027851917	0.141443477	0.073607591	-0.116615198	0.013275854	-0.050142027	0.008982103	0.075248656	-0.163573617	0.046654769	0.06060552	-0.011720893
ZBTB42	0.005703924	-0.03019421	-0.031649848	-0.064118682	0.012099831	-0.041816394	-0.137879826	-0.029027706	0.012172981	-0.014903249	-0.003151603	-0.097653245	0.054130987	-0.071866124
ZBTB43	-0.106013835	0.021633306	-0.051878029	-0.106225236	-0.113027237	-0.022335046	-0.065688338	-0.112110825	-0.028370032	-0.14087317	-0.044427772	-0.020542666	-0.113199873	-0.017995433
ZBTB44	-0.202455304	-0.07214687	-0.063805531	-0.001082999	-0.093004497	0.020560694	0.069565249	-0.193995561	-0.06244297	-0.049009056	-0.112005647	0.007236043	0.068213292	0.030785674
ZBTB45	-0.180765381	-0.197690214	-0.02941977	-0.101722083	-0.167829966	-0.170677536	-0.037595286	-0.127557259	-0.19576853	-0.124524704	-0.212954086	-0.120644206	-0.018254592	-0.094955647
ZBTB46	0.019128763	0.04629194	0.048354414	0.008003072	-0.03237387	-0.007449984	-0.060925199	-0.020122943	-0.003521926	0.064741518	-0.001720142	-0.011180364	0.033939724	-0.041771768
ZBTB47	-0.526944808	-0.38824888	-0.467176798	-0.554045759	-0.491239101	-0.244134143	-0.41758032	-0.418977935	-0.515953982	-0.399214452	-0.274130228	-0.291084551	-0.436442698	-0.334395747
ZBTB48	-0.069636838	-0.145361459	-0.23660543	-0.221361992	-0.35357025	-0.099122984	-0.177544381	-0.126502792	-0.18785492	-0.141943356	-0.240205201	-0.193800921	-0.165271791	-0.12662243
ZBTB49	-0.013230197	0.072800765	0.025728519	0.027995314	0.07149597	-0.026471384	0.020308029	-0.032321446	0.001262246	0.013514319	0.004491184	0.072451091	0.099092542	0.013638346
ZBTB5	-0.155497892	0.00257556	-0.184190454	-0.108810724	-0.044335604	-0.062845579	-0.080165629	-0.001240149	-0.013899276	-0.058853031	-0.044016853	0.043504188	0.052424981	-0.104346701
ZBTB6	-0.171239756	-0.065143397	-0.003374454	-0.034684352	0.044504746	-0.127373012	0.019399481	0.109223484	0.004547565	-0.071179545	0.051912928	-0.159927201	-0.028738541	0.009201632
ZBTB7A	-0.55523263	-0.452414121	-0.849497859	-0.373836114	-0.534663437	-0.429681673	-0.605828713	-0.119258675	-0.356841841	-0.051315686	-0.224908352	0.021618122	-0.397521821	0.337672189
ZBTB7B	-0.58842385	-0.628982535	-0.622937565	-0.43669348	-0.536666228	-0.865964454	-0.708558676	-0.546908475	-0.796760344	-0.889050166	-0.526578526	-0.405586407	-0.635548856	-0.518106238
ZBTB7C	-0.109425962	-0.068561651	0.079145782	-0.040718596	0.027389281	0.062900975	-0.100027179	-0.05135553	0.032311232	0.006194017	-0.017626573	0.017065242	-0.079108507	0.019824285
ZBTB8A	0.054669708	0.032858409	0.148203623	0.172296423	0.058618656	0.041608852	0.070135124	0.073112842	0.083066831	0.114652327	0.026560187	0.102543338	0.192268995	0.050984027
ZBTB8B	-0.133676011	-0.166057236	-0.130932363	0.012251689	-0.06474156	-0.047339266	-0.038890879	-0.006555634	-0.038348344	0.023382259	0.01018767	-0.067110385	-0.097249439	-0.053979002
ZBTB8OS	-1.134892996	-1.221762712	-1.543327753	-1.215133182	-1.115968412	-1.423911773	-1.121377644	-1.108867616	-0.94533389	-1.175527026	-1.207503415	-0.937218663	-1.537730246	-1.072348051
ZBTB9	-0.601985029	-0.086165846	-0.207009558	-0.157243143	-0.111184744	-0.362493423	-0.400696516	-0.257686519	-0.389043665	-0.147799708	-0.372107216	-0.314182982	-0.400260519	-0.370659595
ZC2HC1A	0.036794232	0.113100413	0.005963142	0.229903746	0.214527034	0.107106721	0.229002412	0.255393155	0.137939603	0.183414661	-0.10668882	0.066954648	0.19785577	-0.05107711
ZC2HC1B	0.039998826	0.087116554	0.143390897	0.051998677	0.108694079	0.101889479	0.021635529	0.040190393	0.085190875	0.058144786	0.055016826	0.088592888	-0.071074761	0.059853259
ZC2HC1C	-0.135513455	-0.146932379	-0.204197073	-0.134113669	-0.10029058	-0.200961363	-0.136204873	-0.295926598	-0.262975583	-0.088838242	-0.159928206	-0.139277627	-0.122274805	-0.136661024
ZC3H10	-0.018538298	-0.1434722	0.105905425	-0.142497026	0.013976377	0.059320828	-0.095507511	-0.214255514	-0.163938035	-0.18778226	-0.185529458	-0.413812455	-0.006729929	-0.038319622
ZC3H11A	-0.347957721	-0.246972168	-0.253564027	-0.303200411	-0.272204199	-0.235265146	-0.361010984	-0.212059157	-0.142363151	-0.104530019	-0.058365185	-0.317411669	-0.08622476	-0.195842551
ZC3H12A	0.04068059	0.004682434	0.062099288	-0.149530441	0.05648381	0.019234003	-0.026168117	0.032346636	0.018211343	0.064911104	0.021652536	0.104593804	0.008018845	0.101723144
ZC3H12C	-0.072251336	0.088302384	0.140693053	0.178111089	0.091790454	0.15765243	0.082793608	0.062687828	0.097222453	0.09863867	0.09029651	0.115275162	0.10304278	0.095312179
ZC3H13	-0.323312719	-0.179533075	-0.132609355	-0.425407628	-0.398940257	-0.104868783	-0.353525413	-0.445969573	-0.225986179	-0.284406846	-0.19516547	-0.299919597	-0.341844522	-0.368884304
ZC3H14	-0.272250193	-0.038838355	0.052874488	-0.013300843	-0.149650361	0.007726517	-0.025609935	0.036229022	-0.033974383	0.147327241	-0.028981968	-0.068759668	0.182391809	-0.014069083
ZC3H15	-0.00464582	0.036095304	-0.072192885	-0.185089169	-0.137416278	-0.00136461	-0.111014234	0.081003427	-0.038103546	-0.041997136	-0.060553717	0.002913939	-0.13426829	-0.145213389
ZC3H18	-0.563084611	-0.937564869	-0.853745608	-0.838188848	-0.855673142	-0.43742858	-0.660623723	-0.655605858	-0.56417021	-0.687927631	-0.792472676	-0.486467308	-0.752902388	-0.693174662
ZC3H3	-0.439162552	-0.646271913	-0.75938993	-0.707142356	-0.670263359	-0.711071288	-0.547928601	-0.698527459	-0.453691027	-0.598451835	-0.94948496	-0.502349859	-0.4727731	-0.450657741
ZC3H4	-0.728487436	-0.661102976	-0.819276062	-0.80965692	-0.805347657	-0.849227231	-0.840699964	-0.88921077	-0.857303071	-0.870654245	-0.960123757	-0.802908663	-1.038734337	-0.675236214
ZC3H6	0.034225368	0.086084705	0.123897709	0.166627981	0.112267099	0.158883616	0.0678232	0.115312895	0.137050186	0.120254102	-0.013630713	-0.012089442	0.053020571	0.084911555
ZC3H7A	-0.301385279	-0.083736798	-0.224247762	-0.297457687	-0.268396668	-0.239873991	-0.115450962	-0.277455972	-0.162048124	-0.040257271	-0.257701662	0.022917141	-0.043635449	-0.101560305
ZC3H7B	-0.482099584	-0.352151569	-0.533698496	-0.373069345	-0.608830863	-0.20750755	-0.637192855	-0.216038768	-0.422893279	-0.438448768	-0.273297021	-0.32967579	-0.366305758	-0.334642935
ZC3H8	-0.672119972	-0.599662112	-0.714799243	-0.551669544	-0.614344378	-0.804887638	-0.486813318	-0.539629202	-0.371944189	-0.594760672	-0.444787878	-0.589659292	-0.525019979	-0.627911685
ZC3HAV1	-0.134096553	-0.030572606	-0.060844613	-0.147109078	-0.167700835	-0.265651775	-0.117959281	-0.16384271	-0.160928384	-0.163688147	-0.08027523	-0.044341833	-0.178048566	-0.048784198
ZC3HAV1L	-0.006373621	-0.088108618	-0.114026418	-0.048739781	-0.120814554	-0.022482812	-0.119518687	-0.186615243	-0.001905243	-0.046324604	-0.155896146	-0.165311873	-0.09007377	-0.069587449
ZC3HC1	-0.287728399	-0.241724949	0.108280267	-0.267476216	-0.182078456	-0.155838191	-0.21624358	-0.306653572	-0.126291613	-0.124204257	-0.193309265	-0.257383162	-0.255242751	-0.12478454
ZCCHC10	-0.059262496	-0.13881632	-0.047396113	-0.047529753	-0.134838768	0.034299154	-0.063518111	-0.026502314	-0.083449648	-0.089393424	0.090808117	-0.154737079	-0.143557307	0.044886717
ZCCHC11	0.062263128	-0.02663597	0.001225071	-0.007417101	-0.14190124	-0.025708457	0.048022937	-0.039434751	-0.113452113	-0.098673936	-0.021910423	-0.010187781	-0.133748134	-0.121024295
ZCCHC14	-0.622365766	-0.341755612	-0.398634445	-0.450002201	-0.612910631	-0.340726318	-0.498730906	-0.522599218	-0.325986837	-0.236769106	-0.657945554	-0.283870234	-0.35463478	-0.247230335
ZCCHC17	0.072736087	0.046293217	0.118346722	0.069925691	0.091061137	0.028182479	0.167173373	0.092394287	0.005755292	0.064369741	0.090875819	0.044180468	0.083237199	0.061846014
ZCCHC2	0.067484235	-0.08780804	-0.026244136	-0.054822617	-0.213704518	-0.141287137	-0.015250106	-0.108178064	-0.052588207	-0.117961788	-0.282778545	-0.128239485	-0.322180908	0.074147557
ZCCHC24	0.047279896	0.081233122	0.052499779	-0.132764718	0.069312107	0.016798209	-0.025456717	0.109676034	0.049253417	0.010395753	0.121258138	0.045603842	0.081564141	0.056856589
ZCCHC3	-0.445804125	-0.355353319	-0.532524491	-0.317072284	-0.406658259	-0.358218504	-0.461547901	-0.384864352	-0.462007122	-0.30445848	-0.310006113	-0.211445556	-0.493468817	-0.396606274
ZCCHC4	0.035663406	-0.068214056	-0.211806956	-0.254425444	-0.062351479	-0.024704623	-0.11452713	-0.051009314	-0.228930677	0.001623112	-0.204243524	-0.078656731	-0.1712203	-0.010185662
ZCCHC6	-0.131630282	-0.098984673	-0.004247658	-0.150324789	-0.02801955	-0.087996755	-0.098201378	-0.187897586	-0.101787676	-0.06708816	0.015665055	-0.099730343	-0.226584615	-0.065193415
ZCCHC7	0.035958972	-0.217291248	-0.111120262	-0.188252303	-0.138825725	-0.482233789	-0.201503229	-0.243748102	-0.070456961	-0.139251708	-0.365913927	-0.24277097	-0.426352957	-0.314962963
ZCCHC9	-0.495569189	-0.630549794	-0.641406896	-0.390715293	-0.225771191	-0.341943309	-0.313749683	-0.245224655	-0.198121175	-0.249272074	-0.376003637	-0.267264833	-0.279689153	-0.376684189
ZCRB1	-0.538773828	-0.603100225	-0.674571665	-0.722684267	-0.79308485	-0.65407437	-0.699632149	-0.869320608	-0.652887132	-0.704136755	-0.616728937	-0.774540423	-0.966647032	-0.807434487
ZCWPW1	0.017820388	-0.017549695	0.064392347	0.043773223	0.028988559	0.092659132	0.115833302	0.001390021	-0.040494022	-0.012693699	-0.137033009	0.012177936	-0.068055013	0.061420636
ZCWPW2	-0.029569101	-0.066904408	-0.052335001	-0.108673893	-0.032152409	-0.169085324	0.040618021	-0.067688618	-0.007299568	-0.003049066	-0.033090168	-0.13181623	-0.045627551	-0.098302421
ZDBF2	0.09797101	0.105296926	0.047492509	0.112743937	-0.041251075	0.015127311	0.096829899	0.034148554	0.073997386	0.197370585	0.099300534	0.142147011	0.116993945	0.014867668
ZDHHC1	-0.139101264	-0.196879332	-0.284678988	-0.061697128	-0.127305303	-0.139396643	-0.06698602	-0.006845615	-0.138714905	-0.064834952	-0.141335796	-0.119509903	-0.217888822	-0.150148555
ZDHHC11	0.033885834	0.04997866	0.039456626	0.113017057	0.053615973	-0.016244298	0.060947769	-0.055959235	-0.004548686	0.032029713	0.046141587	-0.011781725	0.161217875	0.033930953
ZDHHC12	-0.173471989	-0.119327477	-0.084137551	-0.312510396	-0.137242895	-0.15114238	-0.085225936	-0.044508414	-0.260207289	-0.095215446	-0.178334287	0.00458178	-0.130286617	-0.159351267
ZDHHC13	0.043665472	0.156260493	0.102848617	0.08459494	0.150689738	0.129041756	0.109803385	0.10535165	0.145099637	0.047943733	0.17988599	0.168115032	0.102506274	0.104944816
ZDHHC14	-0.06569853	-0.103189676	-0.041419971	-0.156834903	0.072342925	-0.053071585	-0.037464385	-0.126746318	-0.000286256	-0.032565222	-0.003417698	0.03694932	-0.22323922	-0.125317338
ZDHHC16	-0.076872557	-0.047325732	-0.143392207	-0.249716184	-0.133628073	-0.144522154	-0.164399879	-0.084106085	-0.30368345	-0.039445729	-0.068430918	-0.187610007	-0.130576898	-0.110427053
ZDHHC17	0.014062339	0.103500894	0.062443319	0.073900358	0.039921418	0.124884012	0.061828934	-0.013485614	0.095904378	0.005733692	0.13556935	0.320389589	0.171239835	0.126679401
ZDHHC18	-0.1304344	-0.039826278	-0.051251027	0.017510392	-0.031036983	-0.117170327	-0.005109368	-0.045157387	0.022957527	-0.050304271	-0.129618008	0.051096086	-0.045565247	-0.03388233
ZDHHC19	-0.24003928	-0.194719622	-0.421834211	-0.169785277	-0.345788317	-0.206826922	-0.400657642	-0.375461175	-0.320654629	-0.314014101	-0.381315176	-0.403190202	-0.348517041	-0.193377391
ZDHHC2	0.059545126	0.011706393	0.065134693	-0.100819906	0.12478601	-0.097366686	-0.147689289	0.062091482	-0.061968943	-0.040957918	0.164654357	-0.112386145	0.031872435	0.088709143
ZDHHC20	0.07130606	0.039504757	0.160153073	0.030084062	0.078542254	0.114175742	0.138973195	0.111885026	0.064120059	0.093432163	0.146690022	0.155125257	0.13190628	0.08010504
ZDHHC21	0.078105347	-0.144412536	0.164903644	-0.004428287	0.236109434	0.230203888	0.156974354	0.05739064	0.144904315	0.176143706	-0.027278113	0.169659083	0.216385428	0.166536369
ZDHHC22	0.022814418	-0.122832153	-0.039154964	-0.063065266	-0.062928048	-0.091689549	-0.138851507	-0.23907019	-0.052724901	0.026032694	-0.34336574	0.114191203	-0.219443605	-0.142971854
ZDHHC23	-0.005638778	0.007398122	-0.010970516	-0.011521779	0.018172785	-0.014186978	-0.046099854	-0.081995297	0.029800434	-0.005861221	0.096335701	0.023381908	-0.039170178	-0.059243003
ZDHHC24	-0.219084002	-0.312258742	-0.368106546	-0.232321738	-0.478975044	-0.162554701	-0.381515047	-0.203116463	-0.362625439	-0.241876289	-0.283973111	-0.34384878	-0.479857	-0.143782908
ZDHHC3	0.048456673	0.042640058	-0.005367485	0.078432446	0.093953144	0.073382476	0.043845349	-0.02435904	0.029305921	0.01985861	0.138955634	0.023966513	0.005730143	-0.044211095
ZDHHC4	-0.001248556	0.047738531	-0.026472705	-0.130560273	8.81E-05	-0.13018036	-0.051647943	0.016251039	-0.032878213	-0.056483157	-0.018257055	-0.021608292	0.002489245	-0.041729694
ZDHHC5	-0.093177445	0.029008802	0.053337284	-0.154159068	0.014551856	-0.029407747	0.019472593	-0.247440695	0.300321486	-0.076073978	0.016801646	0.357141811	0.058230536	-0.372253956
ZDHHC6	-0.063432643	0.053168546	-0.08563635	0.090819516	0.025426773	-0.06111267	0.030560953	0.006842404	-0.058466988	-0.107344044	0.081628105	0.238335872	-0.022283212	-0.130787174
ZDHHC7	0.063439098	-0.002771673	0.038751151	0.033440296	0.076962331	0.075356737	0.10356718	0.023658476	0.04361773	0.031179633	0.012749813	0.024566036	-0.003406122	0.102025884
ZDHHC8	-0.010419698	-0.27789845	-0.031226229	-0.09823624	-0.2813989	0.122401922	-0.21545693	-0.297277883	-0.150225865	-0.15588991	-0.238533912	0.12788223	-0.168460581	-0.142040865
ZEB1	-0.065945707	-0.060662659	-0.071518344	-0.128310149	-0.061571612	0.011174515	0.081174121	-0.141740241	-0.002195231	0.010612534	0.061400988	-0.160467428	-0.102280342	-0.018249759
ZEB2	-1.241348092	-0.688721143	-1.131835529	-1.18816514	-0.719393037	-0.768311078	-0.969104475	-1.178989051	-0.806984494	-1.008972385	-1.161275421	-0.706409258	-1.155135814	-0.893547742
ZER1	-0.198147913	-0.078716847	-0.118619711	-0.259766696	-0.033767235	-0.130866205	-0.185981491	0.060812786	-0.196016209	-0.104372202	-0.377309216	-0.036608542	-0.102243166	-0.254458208
ZFAND1	-0.080322172	0.019975833	-0.035013934	0.007968696	-0.001497865	0.086651	0.046219293	-0.067581827	0.102101836	0.008798031	-0.020911476	0.144525936	0.066744656	0.026045235
ZFAND2A	0.102594544	0.108018517	-0.157954152	0.080731535	0.038944925	0.00034245	0.092192246	0.085174328	0.011831782	0.110479598	0.100337878	0.034962361	-0.003222661	0.031521963
ZFAND2B	-0.09380336	-0.020096345	-0.134153085	0.110577904	-0.026377914	-0.185976381	0.010874586	-0.402555769	-0.159434598	-0.01591922	-0.260834348	-0.056888321	-0.011998002	-0.033913871
ZFAND3	-0.132080335	0.063871538	-0.013291368	-0.160755022	-0.031243177	0.050737228	-0.008000699	0.123184591	-0.05804139	0.078393721	-0.074718471	-0.01533033	-0.061788526	-0.050592577
ZFAND4	-0.11359719	-0.210220748	-0.187403808	-0.007118399	0.049737479	-0.088715356	-0.065853324	-0.025403318	0.06516174	-0.028635142	0.015158949	0.080007268	0.064345692	-0.132975063
