gene	A375_SKIN	A673_BONE	BXPC3_PANCREAS	CADOES1_BONE	CAL120_BREAST	COLO741_SKIN	CORL105_LUNG	EW8_BONE	EWS502_BONE	G402_SOFT_TISSUE	HCC44_LUNG	HS294T_SKIN	HT29_LARGE_INTESTINE	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L33_PANCREAS	LNCAPCLONEFGC_PROSTATE	MEWO_SKIN	MHHES1_BONE	NCIH1373_LUNG	NCIH2009_LUNG	PANC0327_PANCREAS	PANC0813_PANCREAS	PANC1_PANCREAS	PATU8902_PANCREAS	PATU8988T_PANCREAS	PC3_PROSTATE	RDES_BONE	SKES1_BONE	SU8686_PANCREAS	T47D_BREAST	TC32_BONE	TC71_BONE	TOV112D_OVARY
PCDH9	-0.000868641	-0.083108845	-0.193390011	-0.169356612	-0.083904123	-0.241536163	-0.207917597	-0.028025572	-0.04908548	0.028395962	-0.136848586	0.006359472	0.017805058	-0.083792863	-0.142148385	-0.081905065	-0.142290242	-0.024731046	-0.003186366	-0.136491803	0.00890604	0.032954411	-0.154458639	-0.215636813	-0.048900557	0.225888592	-0.186437125	-0.24348734	0.008644651	-0.180210123	-0.19982481	-0.217999411	0.008868541
PCDHA1	-0.580452614	-0.682809175	-0.625340571	-0.785067845	-0.757929604	-0.673051286	-0.695720295	-0.666301476	-0.648696854	-0.865373108	-0.662104751	-0.799999194	-0.567648198	-0.733807143	-0.811635134	-0.752104437	-0.864797624	-0.662892479	-0.814949182	-0.555101987	-0.753582581	-0.540392906	-0.580001518	-0.702847034	-0.640809094	-0.868274378	-0.793617912	-0.758392155	-0.520806369	-0.616292305	-0.919988442	-0.838729748	-0.932905711
PCDHA10	-0.153545264	-0.167361655	-0.09906223	-0.183466611	-0.240183317	-0.128465379	-0.063890507	-0.159584292	-0.218314392	0.044193247	-0.150911067	-0.076308093	-0.152666675	0.002857714	-0.302178001	-0.094309022	-0.032566924	-0.118502889	-0.138687874	-0.156331441	-0.193367889	-0.12803266	-0.115050089	-0.021920051	-0.154139963	-0.077142523	-0.17354546	-0.080798583	-0.061538624	-0.207405979	-0.079150361	-0.206218967	-0.177437883
PCDHA11	-0.248337217	-0.160884018	-0.13821945	-0.182626808	-0.134583727	-0.302159788	-0.174475661	-0.100920942	-0.184852541	-0.123835839	-0.213332882	-0.256008367	-0.174224673	-0.219599381	-0.139747443	-0.190819914	-0.152552952	-0.205333072	-0.174603428	-0.139252179	-0.219930235	-0.163334894	-0.192945512	-0.184887447	-0.139196864	-0.320633345	-0.059563263	-0.223526618	-0.168105369	-0.165500411	-0.162743772	-0.27568438	-0.092200053
PCDHA12	-0.106448765	-0.177557713	-0.119947405	-0.136499232	0.020796967	-0.049972782	-0.047342268	-0.11170973	-0.149695613	-0.022815336	-0.04731215	-0.109586165	-0.126129987	0.018911625	0.016894268	-0.123760622	-0.084821972	-0.157191647	0.004962243	-0.027896733	0.037509655	-0.082970137	-0.117504915	-0.098733529	-0.059900894	-0.309692784	-0.162898934	-0.134397574	-0.045544943	-0.086134139	-0.175924745	-0.167207135	-0.111611741
PCDHA13	0.422539436	0.588942946	0.504118466	0.479129347	0.482495735	0.406487472	0.513695658	0.597834883	0.414975408	0.431987813	0.328841997	0.616649764	0.392075158	0.555302054	0.823715426	0.418657754	0.569397319	0.507691556	0.585148159	0.425283889	0.450453461	0.47075697	0.409613505	0.413296042	0.431046028	0.805563418	0.544334152	0.551655362	0.303624077	0.521007258	0.604619744	0.746375747	0.696717899
PCDHA2	0.323658481	0.451076704	0.32905422	0.424152486	0.332958003	0.430683216	0.352203415	0.383508984	0.32381418	0.450341021	0.36432547	0.23512252	0.323953469	0.607883776	0.512769572	0.428353493	0.459608404	0.561673378	0.394274216	0.203448481	0.335343899	0.318461278	0.297749338	0.300575102	0.453870222	0.535755228	0.463778459	0.542165808	0.261006138	0.400544314	0.53469984	0.543463621	0.544828628
PCDHA3	0.141858485	0.124142199	0.122103485	0.141714831	0.207807817	0.258986574	0.125480887	0.150035707	0.035559953	0.176668803	0.200152074	0.171005015	0.055872786	0.120665819	0.224721294	0.144544267	0.229943397	0.133342996	0.173524961	0.074846369	0.31158419	0.028634085	0.138028145	0.057895728	0.123500342	0.287122186	0.183460108	0.194777988	0.011683704	0.177798118	0.101958828	0.199542434	0.225826728
PCDHA4	0.129076896	0.165160396	0.128689943	0.263086719	-0.060618708	0.184915554	0.120540738	0.192021898	0.124050665	0.023575184	0.074654316	0.053241053	0.159435573	0.154683512	0.28391405	0.157454042	0.09191344	0.167370346	0.193994271	0.141278151	0.017828665	0.100066463	0.153883154	0.058000576	0.136328782	0.21870044	0.223124218	0.299318052	0.05356735	0.053403279	0.068068098	0.25313917	0.286402003
PCDHA5	-0.037858996	-0.02430224	0.031655294	0.039586984	-0.069508962	0.029690709	0.00754761	-0.076685284	-0.045382897	-0.055859987	-0.170027436	0.006516909	0.003531285	0.129880389	0.001295922	0.02541065	0.103042275	-0.056460775	0.073136901	-0.036208726	0.232270528	-0.043753483	0.027807408	0.022007678	0.023058464	0.086620125	0.039278724	0.156712314	0.012593358	-0.034542926	0.169530314	-0.039828016	-0.06658317
PCDHA6	-0.162973047	-0.238807161	-0.157295672	-0.067385561	-0.038980415	-0.163976703	-0.294073266	-0.197395192	-0.146148532	-0.207783393	-0.113107811	-0.27392804	-0.150002079	-0.283476402	-0.19262684	-0.181559157	-0.175061917	-0.183252927	-0.269203437	-0.139603032	-0.114971205	-0.205834714	-0.146727296	-0.21005107	-0.141340706	-0.087413537	-0.167267854	-0.145467925	-0.112147131	-0.200469729	-0.326975195	-0.185511055	-0.294503671
PCDHA7	0.220506718	0.130139812	0.182118673	0.301856519	0.52512283	0.167075916	0.262142083	0.260681026	0.24342019	0.325474381	0.187569295	0.230998658	0.075633461	0.21184328	0.223289914	0.185019994	0.026548205	0.262679558	0.342998239	0.123889496	0.204186827	0.224183005	0.248009647	0.170428171	0.25661509	0.412317255	0.278806582	0.252633472	0.190818859	0.218304768	0.322886226	0.335218833	0.313153141
PCDHA8	-0.513608486	-0.564750594	-0.523798885	-0.604198452	-0.59109418	-0.54036932	-0.516853337	-0.53016904	-0.439534888	-0.65945489	-0.552085821	-0.683169841	-0.44376218	-0.708943339	-0.717762411	-0.597644312	-0.59296731	-0.624730873	-0.739873254	-0.50475162	-0.634766435	-0.521552292	-0.527732337	-0.546724113	-0.526221711	-0.875189868	-0.569892634	-0.664023832	-0.421799445	-0.541910691	-0.694747024	-0.723529592	-0.687568008
PCDHA9	-0.039758448	-0.059663222	-0.133928086	-0.109326886	0.042167028	-0.019939971	-0.044133137	-0.087154943	-0.065691236	-0.124910849	-0.059687476	0.387074802	-0.16554167	-0.104922767	0.034381139	-0.046611213	-0.005242711	0.003831146	0.030638821	-0.072522115	-0.258902904	-0.043091383	-0.136110491	-0.145520828	-0.0900823	-0.132904384	-0.184873829	-0.01573094	-0.073224828	0.005774696	-0.168901056	0.072633623	-0.121602522
PCDHAC1	-0.368649776	-0.409838112	-0.504024709	-0.34964876	-0.314174785	-0.295929461	-0.340755735	-0.360006634	-0.40239666	-0.42361743	-0.316058525	-0.29766714	-0.297412519	-0.502115168	-0.471271348	-0.248246339	-0.34502461	-0.340498372	-0.479942425	-0.244845708	-0.362060181	-0.254809655	-0.371716711	-0.326878228	-0.450506562	-0.447982738	-0.265797173	-0.421437735	-0.175142862	-0.356698607	-0.377620785	-0.440130664	-0.392343852
PCDHAC2	0.266020618	0.354391893	0.289608798	0.479379147	0.311929635	0.459124328	0.353645758	0.267305374	0.214016309	0.402327775	0.340696516	0.322414302	0.250110497	0.355907798	0.505249775	0.355327842	0.229644316	0.407706841	0.470917378	0.227170477	0.41230188	0.235632081	0.309795906	0.339329364	0.324629199	0.52595089	0.349492356	0.384930145	0.212099718	0.375280641	0.495975725	0.474782958	0.409581885
PCDHB1	-0.051867118	-0.203719908	-0.188082927	-0.433896386	-0.10885983	-0.446787026	-0.049530727	-0.224479406	-0.452188305	-0.229939745	-0.028262414	-0.365918252	-0.062299995	-0.077709823	-0.499866485	-0.306319909	-0.060360517	-0.235209975	-0.144891458	-0.313143214	-0.128033494	-0.176258669	-0.103582378	-0.166480139	-0.05671317	-0.400686677	-0.210275847	-0.404260599	-0.133230335	-0.006483499	-0.402132104	-0.136497132	-0.292456962
PCDHB10	0.090591917	0.134059396	0.157331193	0.229980786	0.013624489	0.205302788	0.184724963	0.228724892	0.102534461	0.140326023	0.014460044	0.22179008	0.119938825	0.093775631	-0.032432288	0.171518203	-0.004028453	0.047593558	0.134573759	0.183403763	0.157933408	0.147798971	0.186706413	0.038922046	0.226421292	0.054388629	0.266463426	0.056032814	0.139302324	0.096028382	0.229026857	0.404623183	0.088945503
PCDHB11	0.028648915	-0.094659554	-0.083875704	-0.048568841	-0.130499617	-0.005643865	-0.060367502	-0.044044247	-0.288971809	-0.092793504	-0.064847097	0.04681329	-0.126622142	0.138835262	-0.057317319	0.063629005	0.073084962	-0.047738278	0.029728939	-0.109018347	0.065758	0.015912159	0.043586062	-0.058015674	-0.006319008	-0.04978643	-0.069154745	-0.071143194	0.020833538	0.030711229	-0.212817755	-0.112094796	-0.079500743
PCDHB12	0.416363395	0.410867108	0.366239621	0.531796297	0.580461188	0.490661837	0.447908354	0.551615332	0.333576842	0.469260996	0.455019036	0.4027135	0.218503607	0.599851685	0.471010404	0.553039622	0.498660379	0.488189284	0.696684268	0.321088121	0.517247558	0.365295661	0.447355155	0.413461696	0.378314363	0.626460184	0.567461044	0.644567238	0.331876311	0.541577644	0.571416873	0.565213306	0.490977352
PCDHB13	0.229273721	0.217480268	0.155118056	0.258463085	0.179929418	0.219556836	0.073089264	0.137715786	0.058336427	0.15926855	0.144629426	0.049599964	0.11347071	0.262945036	-0.031513368	0.348695185	0.305318302	0.279892267	0.029208791	0.032432892	0.075975542	0.076172742	0.210002317	0.078542641	0.254959374	0.329489252	0.322980472	0.244640493	0.143572155	0.195013543	0.343675026	0.43829778	0.113927512
PCDHB14	-0.111468198	-0.213193565	-0.232549433	-0.21225705	-0.053613392	-0.166359538	-0.145946264	-0.222657539	-0.397768025	-0.20220802	-0.108379869	-0.20977024	-0.047314992	-0.046635442	-0.455889772	-0.084214073	-0.232717906	-0.25204709	-0.212165304	-0.269307361	-0.075236494	-0.177503696	-0.146062268	-0.155299971	-0.023277474	-0.341481318	-0.16345095	-0.085624063	-0.159819257	-0.168764187	-0.377851288	-0.037806541	-0.044538439
PCDHB15	0.059308517	0.066942464	0.010177234	0.028213002	0.055200561	0.188823521	0.107712667	0.017466347	-0.13828023	0.060350977	0.045790421	-0.03999702	0.019663625	0.096057727	0.122069358	-0.047295846	0.082581179	0.031173701	0.036847896	-0.005332433	-0.00893876	-0.060747527	-0.053427611	-0.029310848	0.00338372	0.278729898	-0.009496556	0.146904269	0.020306093	0.148435228	0.061836105	0.162144377	-0.16486616
PCDHB16	-0.144481962	-0.333574955	-0.234959315	-0.225991328	-0.257511658	-0.2053015	-0.324555167	-0.303221866	-0.317359083	-0.006042846	-0.104083107	-0.288964336	-0.070972461	-0.061156022	-0.392797329	-0.21698111	-0.174988579	-0.289547541	-0.429068685	-0.195250055	-0.119600229	-0.246242525	-0.138188845	-0.051603119	-0.023596742	-0.219532441	-0.093605193	-0.176085905	-0.19084189	-0.322572889	-0.358737882	-0.277583918	-0.360163637
PCDHB2	-0.086026565	-0.032366636	-0.110791027	-0.015656916	-0.015636772	-0.06676291	-0.108895756	-0.109999953	-0.175387566	-0.112765187	0.045354387	-0.082465252	0.005191021	-0.021538434	0.06923162	-0.123326918	0.171010794	0.02088069	-0.150548627	-0.144401736	-0.050817636	-0.160288706	0.024540144	-0.165833516	-0.162038615	-0.238199282	-0.02491252	-0.137900418	-0.108142919	-0.096919607	-0.045714872	0.037969134	-0.127749991
PCDHB3	-0.517006197	-0.606375347	-0.47914085	-0.487749537	-0.497160436	-0.441789665	-0.351595573	-0.521029005	-0.601701992	-0.46914234	-0.436775921	-0.502339095	-0.317040838	-0.47202306	-0.662883034	-0.516317207	-0.505258491	-0.340683437	-0.535852263	-0.352710437	-0.42446112	-0.284370914	-0.250582822	-0.261994895	-0.185190479	-0.817034556	-0.43669189	-0.520088074	-0.33064153	-0.458612033	-0.746375659	-0.614390598	-0.682194887
PCDHB4	-0.17180641	-0.155067395	-0.120598078	-0.080010442	-0.302638986	-0.034161034	-0.146550269	-0.170133281	-0.218066088	-0.157257435	-0.10444342	-0.018931418	-0.084239668	-0.111511856	-0.252785248	-0.096113151	-0.059810212	-0.107449588	-0.31048558	-0.07652566	-0.249686864	-0.135170786	-0.11041624	-0.160351354	-0.186121256	-0.2735527	-0.094486974	-0.135305442	-0.068614671	-0.094781347	-0.253669883	-0.127743866	-0.010669364
PCDHB5	-0.376649785	-0.450808322	-0.394589025	-0.285008299	-0.551193715	-0.271847458	-0.368855694	-0.51860411	-0.442910248	-0.436711954	-0.281360186	-0.406387803	-0.332617783	-0.307445044	-0.716054101	-0.384768768	-0.48697369	-0.396332134	-0.554888658	-0.375352437	-0.40378076	-0.344687383	-0.286170985	-0.365777683	-0.332434488	-0.684105551	-0.370393013	-0.548985216	-0.262080996	-0.414348707	-0.575464703	-0.55875712	-0.400739393
PCDHB6	-0.102660357	0.003011534	-0.015933843	0.009576674	0.056728916	-0.06798537	-0.111732013	-0.070869419	-0.119586432	0.110330445	0.017932276	-0.00731286	-0.105516124	-0.067159217	-0.222469684	0.033795857	-0.109340469	0.041888219	-0.136836343	-0.010906932	0.106149399	-0.118596454	0.021485512	-0.079359341	-0.114877465	-0.031003902	0.109069504	-0.105303365	-0.061583904	-0.106677216	0.056655002	-0.039585749	-0.0041749
PCDHB7	0.062365039	0.10042173	0.085738408	-0.077500232	0.275350817	-0.02443148	0.04131518	0.06101062	-0.091379986	-0.02211558	0.04920536	0.020859757	0.067731609	0.204460777	-0.12064223	0.109942246	0.032843812	0.276968525	0.224351073	0.03811116	-0.006516212	-0.029624455	0.094558528	0.040361561	0.198987923	0.424770149	0.085571747	0.162317432	0.035909622	0.021888314	-0.04805431	0.130662257	0.05301192
PCDHB8	-0.205655153	-0.380129042	-0.374187097	-0.20458875	-0.213347708	-0.293413918	-0.360867309	-0.253237463	-0.446490165	-0.348416034	-0.23041107	-0.10655927	-0.140725431	-0.267164511	-0.252284989	-0.323590034	-0.204665953	-0.192187125	-0.217676833	-0.258145519	-0.199488068	-0.162390208	-0.113971879	-0.353749107	-0.217732105	-0.410054767	-0.23333888	-0.312070647	-0.20328197	-0.274161412	-0.395701984	-0.2236803	-0.586804982
PCDHGA1	0.626408981	0.68955653	0.613952595	0.790262705	0.711609841	0.693086154	0.509621259	0.736369442	0.630135836	0.784240416	0.551104284	0.640927362	0.41311468	0.846666723	0.868320726	0.677905824	0.624214829	0.816745437	0.8840996	0.510698345	0.580970307	0.525612555	0.592060487	0.53348025	0.51711522	0.950670214	0.746832114	0.90660479	0.408448756	0.601863663	0.876714939	0.882011846	0.72989146
PCDHGA10	-0.194642345	-0.363231386	-0.308994714	-0.349261858	-0.288690666	-0.374248217	-0.26158743	-0.279688327	-0.368547099	-0.254146568	-0.362055494	-0.351584496	-0.228812205	-0.44339243	-0.223416305	-0.24191083	-0.227549268	-0.347900203	-0.437051315	-0.044041777	-0.304948542	-0.232478417	-0.314545285	-0.214780733	-0.165848616	-0.258009939	-0.225382556	-0.298703183	-0.198347814	-0.35950804	-0.381791038	-0.440417431	-0.440090619
PCDHGA11	0.1230327	0.062741248	0.167236422	0.249809881	0.087649305	0.083454364	0.07936406	0.133050119	0.119635276	0.212509253	0.153688794	0.045758912	0.105445585	0.142476901	0.197566102	0.207955937	0.121635215	0.098179979	0.161724586	0.037587846	0.071429952	0.084943992	0.131548092	0.019781422	0.121156384	0.187294704	0.131429133	0.208154071	0.077957726	0.195988857	0.198085852	0.233992957	0.249256682
PCDHGA12	-0.188985667	-0.304856183	-0.177218332	-0.238530467	-0.172441054	-0.247803743	-0.207219311	-0.217535255	-0.352271482	-0.275987365	-0.096794458	-0.170045374	-0.1482344	-0.009898299	-0.135843678	-0.24695124	-0.198294874	-0.226652521	-0.112088201	-0.214701908	-0.126091622	-0.23177287	-0.149956494	-0.185314853	-0.150584749	-0.241812685	-0.248952653	-0.176785612	-0.096404828	-0.176612515	-0.287885142	-0.176133148	-0.381797435
PCDHGA2	-0.080721592	-0.131052476	-0.057219736	-0.007407717	-0.077547474	-0.144203419	-0.064957528	-0.089759648	-0.073867073	-0.003551016	0.045460413	-0.060161581	-0.039001576	0.103294521	0.015935112	-0.147588022	-0.010725513	0.099595997	-0.133797645	-0.035773637	0.083821078	-0.050031728	-0.069642665	-0.018693631	-0.047848527	-0.17406057	-0.10488486	-0.147519569	0.011323127	-0.006580657	0.030696671	-0.002542801	0.058657668
PCDHGA3	-0.040687525	-0.008741975	0.049026519	0.044532523	0.05640463	0.078548504	0.027896412	0.028370449	0.002634883	0.03004705	-0.003953913	0.060326387	-0.030156191	0.093927787	0.06391599	-0.075936243	0.037932776	0.035991977	0.037992698	-0.058408396	0.01310943	-0.001069808	0.007736968	0.028369372	-0.026300078	0.055924334	0.058416637	0.028483435	-0.012428482	-0.006921138	0.025882243	0.043700941	0.086226151
PCDHGA4	-0.970215158	-1.013409245	-0.914442168	-1.136709385	-1.087572323	-1.041762938	-0.992006911	-1.028890809	-0.809441705	-1.190290046	-0.941884302	-1.139958126	-0.775995739	-1.173647792	-1.392699833	-1.116178517	-1.10870246	-1.106706743	-1.315103438	-0.905444567	-1.115656075	-0.957168873	-0.911042768	-1.016338717	-1.013241044	-1.509514297	-1.034141847	-1.167319292	-0.785184607	-0.952685422	-1.295994752	-1.274466782	-1.274103131
PCDHGA5	0.306430161	0.518474606	0.405966475	0.430502324	0.406194475	0.604554652	0.368995546	0.347028148	0.283432769	0.386614762	0.26383765	0.398007101	0.272627857	0.298300813	0.441743961	0.380863445	0.354342351	0.432002728	0.477181772	0.223782445	0.397796681	0.27864126	0.376398959	0.332740464	0.311998423	0.751760904	0.359046964	0.458837891	0.197035684	0.447043892	0.543536922	0.71708239	0.540421408
PCDHGA6	0.040241702	0.111057723	-0.025908345	0.07821287	0.091652301	0.024341575	0.051842337	0.101885382	-0.01164723	0.099187233	-0.022066284	0.333815232	-0.002750525	0.066481994	0.244731492	-0.058250311	-0.049132565	0.20845534	0.134226229	0.059386416	-0.151651803	-0.041453749	-0.044521059	-0.004512359	0.069711603	-0.150416622	0.148798555	-0.118873753	0.095782502	0.112634763	0.256288799	0.053660298	0.147784118
PCDHGA7	-0.203815377	-0.157194534	-0.140682658	-0.196893997	-0.183233505	-0.170812803	-0.151402235	-0.254828698	-0.251598349	-0.20255251	-0.254908536	-0.217623051	-0.108819197	-0.140457899	-0.132466278	-0.161635144	-0.211689977	-0.110158285	-0.121979672	-0.006934421	-0.070558186	-0.161104532	-0.17759283	-0.187788098	-0.20266808	-0.246501185	-0.189446931	-0.101751865	-0.077663774	-0.263616334	-0.135038344	-0.288789014	-0.053742331
PCDHGA8	-0.171959902	-0.227531923	-0.167661107	-0.238252213	0.0498829	-0.149093367	-0.092690165	-0.169030128	-0.145495784	-0.057035424	-0.24119105	-0.338006719	-0.077401719	-0.333626692	-0.088174885	-0.326807439	-0.102537431	-0.178258028	-0.450371131	-0.163355285	-0.168616417	-0.068128419	-0.143164938	-0.13727069	-0.245939563	-0.130487375	-0.235770155	-0.185238213	-0.175119161	-0.222274686	-0.247100857	-0.126727685	-0.128182618
PCDHGA9	-0.217093462	-0.129885302	-0.185133639	-0.18503761	-0.092028824	-0.094867102	-0.067062647	-0.093761652	-0.089505509	-0.18419787	-0.164318396	-0.093365519	-0.104890665	-0.11128655	-0.326268647	-0.054119145	-0.093380065	-0.170390967	-0.208423277	-0.212703247	-0.016224696	-0.188559932	-0.119322334	-0.060892216	-0.041820665	-0.234153395	-0.060041559	-0.14744509	-0.164474214	-0.08420074	-0.214272998	-0.221541744	-0.024404151
PCDHGB1	0.070268777	0.235593845	0.219093848	0.21043583	0.136967887	0.31880503	0.328036452	0.264492063	0.098644446	0.168060116	0.120176718	0.299439511	0.18511916	0.186040681	0.482324982	0.264921681	0.295171858	0.275912367	0.250712964	0.114794773	0.174235595	0.141974677	0.111817499	0.166639659	0.155918456	0.509336861	0.203742411	0.427777004	0.117138516	0.167567224	0.242349044	0.460200787	0.288263244
PCDHGB2	-0.047764055	-0.164597982	0.003174753	0.063713433	-0.187743437	-0.068375998	0.028794079	0.057807636	-0.015658592	-0.033575669	0.102927523	-0.11399163	-0.143524876	-0.002328675	-0.063459952	0.024119134	0.039906467	-0.063310094	0.094971788	-0.023690647	0.080694087	0.149568219	0.100993432	-0.178379925	-0.052003155	0.053307527	0.036450533	0.053636031	-0.031794353	0.001019722	-0.115936824	-0.154504754	-0.196943773
PCDHGB3	-0.303490935	-0.338649876	-0.196216291	-0.29819571	-0.339135637	-0.326925406	-0.320320992	-0.305497198	-0.22211244	-0.330474449	-0.243773822	-0.402542936	-0.262836811	-0.346954916	-0.416869382	-0.337259836	-0.235481449	-0.310600862	-0.321946953	-0.255380693	-0.322834222	-0.297847541	-0.27045483	-0.308661379	-0.258578367	-0.460373368	-0.341318933	-0.334878455	-0.240497498	-0.248050671	-0.408638484	-0.323993622	-0.342589977
PCDHGB4	-0.194595659	-0.358137027	-0.27964107	-0.378323824	-0.283209485	-0.271361783	-0.293404909	-0.335867921	-0.325177201	-0.379387709	-0.201646169	-0.014232278	-0.254216202	-0.253569316	-0.287625696	-0.278596558	-0.291806304	-0.306515035	-0.389334404	-0.29328205	-0.335948426	-0.207343128	-0.252501184	-0.328566273	-0.217106917	-0.526445836	-0.281807178	-0.361218633	-0.194455056	-0.264434663	-0.363804377	-0.330150799	-0.437016022
PCDHGB6	0.094341705	0.147955457	0.076948027	0.148549493	0.181161144	0.136539451	0.125929103	0.116371316	0.14270905	0.146781549	0.077647861	0.167745995	0.064986916	0.165864812	0.215135349	0.117618693	0.087575964	0.153242405	0.158663214	0.018962295	0.069768746	0.021391002	0.083729662	0.084050959	0.121493929	0.180008223	0.112173653	0.16083413	0.038846921	0.131409619	0.195684227	0.201525384	0.2501696
PCDHGB7	-0.024908545	0.043476175	0.068154046	0.03445761	0.105840522	0.042408924	0.014107648	0.049783406	0.044843033	0.011380521	0.037379471	0.139084541	0.044374154	0.009052476	0.131262434	-0.021303195	0.072917251	0.048036689	0.070758269	-0.078970019	0.064825639	0.045452726	0.002587806	-0.034693708	0.051440898	0.092223539	0.060692576	0.096323804	-0.073114958	0.063329903	-0.049241926	0.183650881	0.136828387
PCDHGC3	-0.091854761	-0.138236336	-0.221212125	-0.16823334	-0.16097858	-0.135498724	-0.21900002	-0.240577186	-0.312140058	-0.270148499	-0.269689113	-0.330135743	-0.168103255	-0.231940608	-0.260234131	-0.23062374	-0.195527605	-0.262042883	-0.265539388	-0.16371918	-0.200685928	-0.200148491	-0.231324564	-0.213741892	-0.1980527	-0.129216018	-0.149632728	-0.235308534	-0.144671404	-0.208676147	-0.319844663	-0.288208142	-0.206087941
PCDHGC4	0.347363179	0.46708276	0.42559731	0.454581383	0.472474748	0.472983451	0.38046736	0.42058264	0.392507127	0.457397769	0.288590629	0.335528664	0.263986161	0.513575194	0.509888818	0.424841897	0.444318693	0.427826413	0.555324344	0.2744544	0.399552411	0.316980372	0.331980229	0.369162104	0.398586846	0.64668182	0.411037157	0.448170862	0.283744637	0.398613105	0.534053844	0.5697501	0.566123716
PCDHGC5	-0.16495606	0.007862787	-0.179293762	-0.083408037	0.041688405	-0.084300599	-0.101089618	0.01918087	-0.131223352	-0.101033258	-0.046169901	-0.172603364	-0.129025778	0.009628919	-0.133072301	0.026285601	-0.102351668	-0.16069389	-0.125999345	-0.104197071	-0.021843889	-0.070635876	-0.064181982	-0.145270696	0.137846133	-0.124614445	-0.058371012	-0.023086934	-0.051477158	-0.041556314	-0.089126788	-0.136385817	-0.203467837
PCED1A	0.047297972	-0.110968898	-0.277467113	-0.177269549	0.112729327	0.022424113	-0.106494427	-0.034573632	-0.045877465	-0.245306658	-0.140841824	-0.221937813	0.061074978	-0.052599182	0.00549065	-0.112096344	-0.044339932	-0.154296227	-0.111202841	-0.017319453	-0.021781185	-0.055035316	-0.043866797	0.056340144	0.001966244	0.074449995	-0.053192839	-0.129029439	-0.042486744	-0.208284403	-0.214209435	-0.104527438	-0.094572997
PCED1B	0.031037755	-0.15661429	0.050445994	-0.08666617	0.144798436	-0.022360141	0.068188921	-0.106195974	-0.098231156	0.042621895	0.013089442	-0.106507578	-0.135043974	0.070098737	0.021955316	-0.064546483	-0.063853999	-0.012279876	0.075188636	0.040431674	-0.072368215	0.095015028	0.03030905	0.095022661	0.046804489	0.059735848	-0.03612165	-0.053702122	0.050358169	-0.086610759	-0.044030407	-0.11772457	0.013720833
PCF11	-1.1733312	-1.215248315	-1.125397875	-1.235161238	-1.173873727	-1.052620019	-1.146074364	-0.908104426	-1.142722956	-1.13262381	-1.239078128	-1.116519842	-0.981617279	-1.217955221	-1.107671449	-1.082086496	-1.516670533	-1.205199463	-1.370267412	-1.234542076	-1.100502693	-1.046036489	-1.175390432	-0.815113429	-1.12714198	-1.252102797	-0.993660991	-1.297242813	-0.988945467	-0.975021479	-1.245654718	-1.199277131	-1.039208136
PCGF1	-0.480910704	-0.336294992	-0.362562207	-0.564540528	-0.265075136	-0.350555076	-0.253391214	-0.203244456	-0.531253859	-0.451882276	-0.273205868	-0.414600535	-0.074593087	-0.17274822	-0.500316405	-0.779100803	-0.678127622	-0.44909774	-0.219350594	-0.419514528	-0.052201133	-0.157534419	0.062615591	-0.402747122	-0.455913824	-0.8205313	-0.313023867	-0.507228929	-0.32941633	-0.328590297	-0.521015408	-0.720445202	-0.187308068
PCGF2	-0.299131592	-0.217473234	-0.252117837	-0.300871895	-0.158113315	-0.121036965	-0.261221753	-0.244078612	-0.268112179	-0.353872391	-0.461571546	-0.307805967	-0.261766437	-0.253217329	-0.188242698	-0.403920224	0.042341503	-0.132577681	-0.263758188	-0.184165585	-0.430440149	-0.356308751	-0.312074076	-0.367797352	-0.251244075	-0.228605553	-0.391910701	-0.091617305	-0.337986279	-0.410368594	-0.284611194	-0.297306677	-0.230797898
PCGF3	0.012437629	-0.004351561	0.071343593	-0.197346127	0.000394626	0.063422391	0.038642106	0.056281228	0.050284138	-0.185347615	0.039234591	-0.063482999	-0.044767483	0.260004003	0.129136236	-0.258699672	0.210358276	0.101991586	0.054038816	-0.001635252	0.16471365	0.092137634	-0.130415598	0.084550844	0.100206417	0.08123019	0.055745413	0.092455976	0.082942018	-0.192356496	-0.026382933	-0.131455811	0.074385841
PCGF5	0.040320686	0.052449264	0.151727299	0.141911541	0.091356732	0.106972179	0.147914264	0.038454995	-0.013810629	0.210820921	0.105286394	0.095736711	0.038145214	-0.003218161	0.175581045	0.051002996	0.057605539	0.142453541	0.153999586	0.03765689	0.043319248	0.016546456	0.092168255	0.12249158	0.084021463	0.115166042	0.147230517	0.153844619	0.064811013	0.12552265	0.071820536	0.055913291	0.139657287
PCGF6	-0.321935434	-0.096066907	-0.031863879	0.055796297	-0.020577823	0.226544203	-0.175885466	-0.049553802	-0.018738791	-0.281798969	-0.101695292	-0.165856059	0.043525563	-0.201552801	-0.076397562	-0.261440868	-0.117128908	-0.158875807	-0.02936125	-0.193138221	0.118065656	0.068293596	-0.032491405	-0.080636422	-0.164046069	-0.137762801	0.057509256	-0.119803906	-0.11913376	0.141609175	-0.195522188	-0.165230753	0.037655844
